,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,creator,subjects,publisher,publicationyear
6187,Digital,OverDrive,AUDIOBOOK,2018,1,5,A Kind of Freedom (Unabridged),Margaret Wilkerson Sexton,"Fiction, Literature","Blackstone Audio, Inc.",2017
6216,Digital,OverDrive,AUDIOBOOK,2018,1,4,Close to Om: Stretching Yoga from Your Mat to Your Life (unabridged) (Unabridged),Andrea Marcum,"Health & Fitness, New Age, Nonfiction",Macmillan Audio,2018
6228,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Fourth Industrial Revolution (Unabridged),Klaus Schwab,"Business, Computer Technology, Nonfiction",Books on Tape,2017
6230,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Demonists: Demonist Series, Book 1 (unabridged) (Unabridged)",Thomas E. Sniegoski,"Fantasy, Fiction","Tantor Media, Inc",2016
6237,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Mary Poppins in the Park: Mary Poppins Series, Book 4 (unabridged) (Unabridged)",P. L. Travers,"Juvenile Fiction, Juvenile Literature","Blackstone Audio, Inc.",2014
6266,Digital,OverDrive,AUDIOBOOK,2018,1,4,Competing Against Luck: The Story of Innovation and Customer Choice (unabridged) (Unabridged),Clayton M. Christensen,"Business, Economics, Nonfiction",HarperCollins Publishers Inc.,2016
6269,Digital,OverDrive,AUDIOBOOK,2018,1,1,Binge (Unabridged),Tyler Oakley,"Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction",Simon & Schuster - All Library,2015
6271,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Crystal Cave: Arthurian Saga, Book 1 (unabridged) (Unabridged)",Mary Stewart,"Fantasy, Fiction","Blackstone Audio, Inc.",2017
6278,Digital,OverDrive,AUDIOBOOK,2018,1,8,"Foundation: Foundation Series, Book 3 (unabridged) (Unabridged)",Isaac Asimov,"Fiction, Science Fiction",Books on Tape,2010
6294,Digital,OverDrive,AUDIOBOOK,2018,1,22,"The Paris Spy: Maggie Hope Series, Book 7 (unabridged) (Unabridged)",Susan Elia MacNeal,"Fiction, Historical Fiction, Mystery",Books on Tape,2017
6303,Digital,OverDrive,AUDIOBOOK,2018,1,5,Citizen: An American Lyric (unabridged) (Unabridged),Claudia Rankine,"Literary Criticism, Nonfiction","Tantor Media, Inc",2015
6321,Digital,OverDrive,AUDIOBOOK,2018,1,6,"""I"" is for Innocent: Kinsey Millhone Series, Book 9 (unabridged) (Unabridged)",Sue Grafton,"Fiction, Mystery",Books on Tape,2007
6336,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Breach of Duty: J. P. Beaumont Series, Book 14 (unabridged) (Unabridged)",J. A. Jance,"Fiction, Mystery",Books In Motion,2005
6341,Digital,OverDrive,AUDIOBOOK,2018,1,11,"Blue Lightning: Shetland Island Mystery Series, Book 4 (unabridged) (Unabridged)",Ann Cleeves,"Fiction, Mystery",Macmillan Audio,2017
6373,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy: Bloody Jack Adventure Series, Book 1 (unabridged) (Unabridged)",L. A. Meyer,"Historical Fiction, Young Adult Fiction","Listen & Live Audio, Inc.",2007
6380,Digital,OverDrive,AUDIOBOOK,2018,1,5,"H. M. S. Surprise: Aubrey / Maturin Series, Book 3 (unabridged) (Unabridged)",Patrick O'Brian,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2005
6381,Digital,OverDrive,AUDIOBOOK,2018,1,1,Cleaning House: A Mom's Twelve-Month Experiment to Rid Her Home of Youth Entitlement (unabridged) (Unabridged),Kay Wills Wyma,"Nonfiction, Religion & Spirituality","Christian Audio, LLC",2013
6390,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store (unabridged) (Unabridged)",Cait Flanders,"Biography & Autobiography, Business, Finance, Nonfiction","Tantor Media, Inc",2018
6419,Digital,OverDrive,AUDIOBOOK,2018,1,59,The Woman in Cabin 10 (Unabridged),Ruth Ware,"Fiction, Literature",Simon & Schuster - All Library,2016
6453,Digital,OverDrive,AUDIOBOOK,2018,1,1,Psychic: My Life in Two Worlds (unabridged) (Unabridged),Sylvia Browne,"Biography & Autobiography, New Age, Nonfiction",HarperCollins Publishers Inc.,2010
6463,Digital,OverDrive,AUDIOBOOK,2018,1,1,Grass Roots: The Rise and Fall and Rise of Marijuana in America (unabridged) (Unabridged),Emily Dufton,"History, Law, Nonfiction, Politics","Blackstone Audio, Inc.",2017
6472,Digital,OverDrive,AUDIOBOOK,2018,1,2,Trading For a Living (Abridged),Alexander Elder,"Business, Finance, Nonfiction","Penton Overseas, Inc.",2005
6477,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Tale of Troy (Unabridged),Roger Lancelyn Green,"Folklore, Mythology, Young Adult Fiction","Blackstone Audio, Inc.",2006
6480,Digital,OverDrive,AUDIOBOOK,2018,1,4,Americans in Paris: Life and Death Under Nazi Occupation (unabridged) (Unabridged),Charles Glass,"History, Nonfiction","Blackstone Audio, Inc.",2010
6482,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Inner Circle: The Culper Ring Series, Book 1 (unabridged) (Unabridged)",Brad Meltzer,"Fiction, Thriller","Blackstone Audio, Inc.",2011
6495,Digital,OverDrive,AUDIOBOOK,2018,1,5,Where Late the Sweet Birds Sang (Unabridged),Kate Wilhelm,"Fiction, Science Fiction & Fantasy","Blackstone Audio, Inc.",2010
6505,Digital,OverDrive,AUDIOBOOK,2018,1,6,"The Storyteller's Secret: From TED Speakers to Business Legends, Why Some Ideas Catch On and Others Don't (unabridged) (Unabridged)",Carmine Gallo,"Business, Economics, Nonfiction",Macmillan Audio,2016
6508,Digital,OverDrive,AUDIOBOOK,2018,1,7,We Are All Completely Beside Ourselves: A Novel (unabridged) (Unabridged),Karen Joy Fowler,"Fiction, Literature","Blackstone Audio, Inc.",2013
6514,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Home to Whiskey Creek: Whiskey Creek Series, Book 4 (unabridged) (Unabridged)",Brenda Novak,"Fiction, Romance","Tantor Media, Inc",2015
6521,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Ground Zero: X-Files Series, Book 3 (unabridged) (Unabridged)",Kevin J. Anderson,"Fiction, Horror, Science Fiction, Thriller","Blackstone Audio, Inc.",2015
6534,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Beast: Black Dagger Brotherhood Series, Book 14 (unabridged) (Unabridged)",J.R. Ward,"Fantasy, Fiction, Romance",Books on Tape,2016
6554,Digital,OverDrive,AUDIOBOOK,2018,1,1,Surprised by Scripture: Engaging Contemporary Issues (unabridged) (Unabridged),N. T. Wright,"Nonfiction, Religion & Spirituality",HarperCollins Publishers Inc.,2014
6570,Digital,OverDrive,AUDIOBOOK,2018,1,1,Hope and Help for Your Nerves (Unabridged),Dr. Claire Weekes,"Nonfiction, Self-Improvement",HighBridge Company,2013
6589,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Perfect Match: Blue Heron Series, Book 2 (unabridged) (Unabridged)",Kristan Higgins,"Fiction, Romance","Blackstone Audio, Inc.",2013
6600,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Spirit of Kaizen: Creating Lasting Excellence One Small Step at a Time (unabridged) (Unabridged),Bob Maurer,"Business, Nonfiction",Books on Tape,2013
6611,Digital,OverDrive,AUDIOBOOK,2018,1,13,Autonomous: A Novel (unabridged) (Unabridged),Annalee Newitz,"Fiction, Science Fiction",Macmillan Audio,2017
6616,Digital,OverDrive,AUDIOBOOK,2018,1,1,Rocks of Ages: Science and Religion in the Fullness of Life (unabridged) (Unabridged),Stephen Jay Gould,"Nonfiction, Philosophy","Phoenix Books, Inc.",2008
6651,Digital,OverDrive,AUDIOBOOK,2018,1,4,Bagombo Snuff Box: Uncollected Short Fiction (unabridged selections) (Unabridged Selections),Kurt Vonnegut,"Fiction, Short Stories",HighBridge Company,2007
6658,Digital,OverDrive,AUDIOBOOK,2018,1,3,Stonehenge: 2000 B. C. (unabridged) (Unabridged),Bernard Cornwell,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2010
6664,Digital,OverDrive,AUDIOBOOK,2018,1,4,Conscious Uncoupling: 5 Steps to Living Happily Even After (unabridged) (Unabridged),"Katherine Woodward Thomas, MA, MFT","Family & Relationships, Nonfiction, Self-Improvement","Blackstone Audio, Inc.",2017
6675,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Spymaster's Lady: The Spymaster's Lady Series, Book 1 (unabridged) (Unabridged)",Joanna Bourne,"Fiction, Historical Fiction, Romance",Books on Tape,2010
6694,Digital,OverDrive,AUDIOBOOK,2018,1,4,Hands of Light: A Guide to Healing Through the Human Energy Field (unabridged) (Unabridged),Barbara Ann Brennan,"New Age, Nonfiction",Books on Tape,2014
6708,Digital,OverDrive,AUDIOBOOK,2018,1,2,Twilight Tenth Anniversary/Life and Death Dual Edition (Unabridged),Stephenie Meyer,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2015
6710,Digital,OverDrive,AUDIOBOOK,2018,1,1,Misterioso: A Crime Novel (unabridged) (Unabridged),Arne Dahl,"Fiction, Mystery, Thriller",Books on Tape,2011
6714,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Show-and-Tell, Flat Stanley! (Unabridged)",Jeff Brown,"Beginning Reader, Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2014
6719,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Change Your Schedule, Change Your Life: How to Harness the Power of Clock Genes to Lose Weight and Optimize Your Workout (unabridged) (Unabridged)",Suhas Kshirsagar,"Health & Fitness, Nonfiction","Dreamscape Media, LLC",2018
6746,Digital,OverDrive,AUDIOBOOK,2018,1,2,"A Path Appears: Transforming Lives, Creating Opportunity (unabridged) (Unabridged)",Nicholas D. Kristof,"Business, Education, Nonfiction, Sociology",Books on Tape,2014
6769,Digital,OverDrive,AUDIOBOOK,2018,1,3,Breakfast with Buddha (Unabridged),Roland Merullo,"Fiction, Literature","Tantor Media, Inc",2011
6783,Digital,OverDrive,AUDIOBOOK,2018,1,2,Shade's Children (Unabridged),Garth Nix,"Science Fiction & Fantasy, Suspense, Young Adult Fiction","Blackstone Audio, Inc.",2013
6827,Digital,OverDrive,AUDIOBOOK,2018,1,2,Bodyguard: An Under Covers Story (unabridged) (Unabridged),Jessica Linden,"Fiction, Romance, Suspense","Blackstone Audio, Inc.",2016
6845,Digital,OverDrive,AUDIOBOOK,2018,1,7,Island Beneath the Sea: A Novel (unabridged) (Unabridged),Isabel Allende,"Fiction, Literature",HarperCollins Publishers Inc.,2010
6891,Digital,OverDrive,AUDIOBOOK,2018,1,2,"A Twist in Time: Kendra Donovan Series, Book 2 (unabridged) (Unabridged)",Julie McElwain,"Fiction, Historical Fiction, Mystery","Tantor Media, Inc",2017
6906,Digital,OverDrive,AUDIOBOOK,2018,1,1,Splat the Cat with a Bang and a Clang: I Can Read Level 1 (unabridged) (Unabridged),Rob Scotton,"Beginning Reader, Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2013
6924,Digital,OverDrive,AUDIOBOOK,2018,1,3,"My Brother Is a Big, Fat Liar: Middle School Series, Book 3 (unabridged) (Unabridged)",James Patterson,"Humor (Fiction), Juvenile Fiction","Blackstone Audio, Inc.",2013
6932,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Dr. Z on Scoring: How to Pick Up, Seduce, and Hook Up with Hot Women (unabridged) (Unabridged)",Dr. Victoria Zdrok,"Nonfiction, Self-Improvement","Tantor Media, Inc",2008
6934,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Body in the Wardrobe: Faith Fairchild Series, Book 23 (unabridged) (Unabridged)",Katherine Hall Page,"Fiction, Mystery","Dreamscape Media, LLC",2016
6942,Digital,OverDrive,AUDIOBOOK,2018,1,5,The Interestings: A Novel (unabridged) (Unabridged),Meg Wolitzer,"Fiction, Literature","Dreamscape Media, LLC",2013
6945,Digital,OverDrive,AUDIOBOOK,2018,1,6,Walking with Peety: The Dog Who Saved My Life (unabridged) (Unabridged),Eric O'Grey,"Health & Fitness, New Age, Nonfiction, Pets","Blackstone Audio, Inc.",2017
6959,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Big Three in Economics: Adam Smith, Karl Marx, and John Maynard Keynes (unabridged) (Unabridged)",Mark Skousen,"Business, Nonfiction","Blackstone Audio, Inc.",2009
6968,Digital,OverDrive,AUDIOBOOK,2018,1,1,Suite Francaise (Unabridged),Irene Nemirovsky,"Fiction, Literature",Books on Tape,2013
6977,Digital,OverDrive,AUDIOBOOK,2018,1,1,"A Very English Scandal: Sex, Lies, and a Murder Plot at the Heart of the Establishment (unabridged) (Unabridged)",John Preston,"Biography & Autobiography, History, Nonfiction, True Crime","Blackstone Audio, Inc.",2016
6981,Digital,OverDrive,AUDIOBOOK,2018,1,4,Treasure Island (Unabridged),Robert Louis Stevenson,"Classic Literature, Young Adult Fiction","Blackstone Audio, Inc.",2008
6982,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Innocent Man: Murder and Injustice in a Small Town (unabridged) (Unabridged),John Grisham,"Law, Nonfiction, Sociology, True Crime",Books on Tape,2006
6987,Digital,OverDrive,AUDIOBOOK,2018,1,10,"A Study in Scarlet Women: Lady Sherlock Series, Book 1 (unabridged) (Unabridged)",Sherry Thomas,"Fiction, Historical Fiction, Mystery, Romance","Blackstone Audio, Inc.",2016
6992,Digital,OverDrive,AUDIOBOOK,2018,1,5,Oliver Twist (Unabridged),Charles Dickens,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2005
6994,Digital,OverDrive,AUDIOBOOK,2018,1,4,An Epidemic of Absence: A New Way of Understanding Allergies and Autoimmune Diseases (unabridged) (Unabridged),Moises Velasquez-Manoff,"Medical, Nonfiction, Science","Tantor Media, Inc",2017
6997,Digital,OverDrive,AUDIOBOOK,2018,1,1,Unfinished Business: What the Dead Can Teach Us About Life (unabridged) (Unabridged),James Van Praagh,"New Age, Nonfiction",HarperCollins Publishers Inc.,2013
7001,Digital,OverDrive,AUDIOBOOK,2018,1,1,The White House (Unabridged),JaQuavis Coleman,"African American Fiction, Fiction","Blackstone Audio, Inc.",2014
7035,Digital,OverDrive,AUDIOBOOK,2018,1,1,"How to Tame a Wild Fireman: Bachelor Firemen of San Gabriel Series, Book 4 (unabridged) (Unabridged)",Jennifer Bernard,"Fiction, Romance",HarperCollins Publishers Inc.,2014
7061,Digital,OverDrive,AUDIOBOOK,2018,1,2,Blubber (Unabridged),Judy Blume,"Juvenile Fiction, Juvenile Literature",Books on Tape,2008
7075,Digital,OverDrive,AUDIOBOOK,2018,1,1,To Have and To Hold: A Novel (unabridged) (Unabridged),Jane Green,"Fiction, Literature",Books on Tape,2011
7080,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Hell Divers: Hell Divers Trilogy, Book 1 (unabridged) (Unabridged)",Nicholas Sansbury Smith,"Fantasy, Fiction, Science Fiction","Blackstone Audio, Inc.",2016
7086,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Well of Lost Plots: Thursday Next Series, Book 3 (unabridged) (Unabridged)",Jasper Fforde,"Fiction, Literature","Recorded Books, LLC",2017
7099,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Woman Who Wouldn't Die: Dr. Siri Paiboun Series, Book 9 (unabridged) (Unabridged)",Colin Cotterill,"Fiction, Mystery","Blackstone Audio, Inc.",2014
7103,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Boneyard: Deadlands Series, Book 3 (Unabridged)",Seanan McGuire,"Fantasy, Fiction, Literature, Western",Macmillan Audio,2017
7106,Digital,OverDrive,AUDIOBOOK,2018,1,3,Rumpole and the Angel of Death (Unabridged),John Mortimer,"Fiction, Mystery","Blackstone Audio, Inc.",2014
7114,Digital,OverDrive,AUDIOBOOK,2018,1,1,Les Miserables: A BBC Radio 4 full-cast dramatisation (unabridged) (Unabridged),Victor Hugo,"Classic Literature, Fiction",Random House Group Limited,2017
7132,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Mysterious Benedict Society and the Perilous Journey: The Mysterious Benedict Society Series, Book 2 (unabridged) (Unabridged)",Trenton Lee Stewart,"Fantasy, Juvenile Fiction",Books on Tape,2008
7145,Digital,OverDrive,AUDIOBOOK,2018,1,34,"Hardcore Twenty-Four: Stephanie Plum Series, Book 24 (unabridged) (Unabridged)",Janet Evanovich,"Fiction, Humor (Fiction), Mystery, Romance",Books on Tape,2017
7182,Digital,OverDrive,AUDIOBOOK,2018,1,1,Work Hard. Be Nice.: How Two Inspired Teachers Created the Most Promising Schools in America (unabridged) (Unabridged),Jay Mathews,"Biography & Autobiography, Education, Nonfiction",HighBridge Company,2009
7213,Digital,OverDrive,AUDIOBOOK,2018,1,27,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (unabridged) (Unabridged)",Erik Larson,"History, Nonfiction, Sociology, True Crime",Books on Tape,2006
7242,Digital,OverDrive,AUDIOBOOK,2018,1,2,Blood & Beauty (Unabridged),Sarah Dunant,"Fiction, Historical Fiction",Books on Tape,2013
7249,Digital,OverDrive,AUDIOBOOK,2018,1,13,The Secrets She Keeps: A Novel (unabridged) (Unabridged),Michael Robotham,"Fiction, Literature, Suspense, Thriller",Simon & Schuster - All Library,2017
7255,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Good Dog: True Stories of Love, Loss, and Loyalty (unabridged) (Unabridged)",David DiBenedetto,"Nonfiction, Pets","Tantor Media, Inc",2015
7274,Digital,OverDrive,AUDIOBOOK,2018,1,9,"One Summer: America, 1927 (unabridged) (Unabridged)",Bill Bryson,"History, Nonfiction, Sociology",Books on Tape,2013
7280,Digital,OverDrive,AUDIOBOOK,2018,1,6,Bel Canto (Unabridged),Ann Patchett,"Fiction, Literature",HarperCollins Publishers Inc.,2018
7288,Digital,OverDrive,AUDIOBOOK,2018,1,5,AgeProof: Living Longer without Running Out of Money or Breaking a Hip (unabridged) (Unabridged),Jean Chatzky,"Business, Finance, Health & Fitness, Nonfiction","Blackstone Audio, Inc.",2017
7291,Digital,OverDrive,AUDIOBOOK,2018,1,7,"On Dublin Street: On Dublin Street Series, Book 1 (unabridged) (Unabridged)",Samantha Young,"Fiction, Romance",Books on Tape,2014
7294,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Lucky Bastard: My Life, My Dad, and the Things I'm Not Allowed to Say on TV (unabridged) (Unabridged)",Joe Buck,"Biography & Autobiography, Family & Relationships, Nonfiction, Sports & Recreations",Books on Tape,2016
7318,Digital,OverDrive,AUDIOBOOK,2018,1,9,The Evolution of Beauty: How Darwin's Forgotten Theory of Mate Choice Shapes the Animal World--and Us (unabridged) (Unabridged),Richard O. Prum,"Health & Fitness, Nonfiction, Science",Books on Tape,2017
7325,Digital,OverDrive,AUDIOBOOK,2018,1,4,Island (Unabridged),Aldous Huxley,"Fiction, Literature, Science Fiction","Tantor Media, Inc",2017
7328,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Rational Optimist: How Prosperity Evolves (unabridged) (Unabridged),Matt Ridley,"Business, Nonfiction",HarperCollins Publishers Inc.,2010
7398,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Extinction Machine: Joe Ledger Series, Book 5 (unabridged) (Unabridged)",Jonathan Maberry,"Fiction, Horror, Thriller",Macmillan Audio,2014
7431,Digital,OverDrive,AUDIOBOOK,2018,1,3,Under a Flaming Sky: The Great Hinckley Firestorm of 1894 (unabridged) (Unabridged),Daniel James Brown,"History, Nature, Nonfiction",Books on Tape,2016
7495,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Lyra's Oxford: His Dark Materials Series, Book 4 (unabridged) (Unabridged)",Philip Pullman,"Fantasy, Science Fiction, Young Adult Fiction",Books on Tape,2007
7497,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Waiting on You: Blue Heron Series, Book 3 (unabridged) (Unabridged)",Kristan Higgins,"Fiction, Romance","Blackstone Audio, Inc.",2014
7501,Digital,OverDrive,AUDIOBOOK,2018,1,3,Martin Luther: Renegade and Prophet (unabridged) (Unabridged),Lyndal Roper,"Biography & Autobiography, History, Nonfiction, Religion & Spirituality",HighBridge Company,2017
7505,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Islands of the Blessed: The Sea of Trolls Series, Book 3 (unabridged) (Unabridged)",Nancy Farmer,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2014
7512,Digital,OverDrive,AUDIOBOOK,2018,1,3,Maybe This Love (Unabridged),Jennifer  Snow,"Fiction, Literature, Romance","Blackstone Audio, Inc.",2017
7518,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Christmas Pearl (Unabridged),Dorothea Benton Frank,"Fiction, Romance",HarperCollins Publishers Inc.,2011
7525,Digital,OverDrive,AUDIOBOOK,2018,1,1,Men of Iron (Unabridged),Howard Pyle,"Historical Fiction, Young Adult Fiction","Blackstone Audio, Inc.",2008
7528,Digital,OverDrive,AUDIOBOOK,2018,1,1,Schopenhauer in 90 Minutes (Unabridged),Paul Strathern,"Nonfiction, Philosophy","Blackstone Audio, Inc.",2008
7531,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Devil Finds Work: An Essay (unabridged) (Unabridged),James Baldwin,"Biography & Autobiography, Nonfiction, Performing Arts, Sociology","Blackstone Audio, Inc.",2017
7533,Digital,OverDrive,AUDIOBOOK,2018,1,1,Huff and Puff Sing Along: My First I Can Read (unabridged) (Unabridged),Tish Rabe,"Beginning Reader, Juvenile Fiction",HarperCollins Publishers Inc.,2013
7576,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Knights Templar: The History and Mtyths of the Legendary Military Order (unabridged) (Unabridged),Sean Martin,"History, Nonfiction",Summersdale Publishers Ltd,2008
7577,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Crossroads of Twilight: Wheel of Time Series, Book 10 (unabridged) (Unabridged)",Robert Jordan,"Fantasy, Fiction",Books on Tape,2011
7595,Digital,OverDrive,AUDIOBOOK,2018,1,7,Shadow Man: A Novel (unabridged) (Unabridged),Alan Drew,"Fiction, Literature, Mystery, Thriller",Books on Tape,2017
7597,Digital,OverDrive,AUDIOBOOK,2018,1,1,Cultures of War: Pearl Harbor/Hiroshima/9-11/Iraq (unabridged) (Unabridged),John W. Dower,"History, Nonfiction","Tantor Media, Inc",2010
7604,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Snowden Files: The Inside Story of the World's Most Wanted Man (unabridged) (Unabridged),Luke Harding,"Biography & Autobiography, Nonfiction, Politics, True Crime",Books on Tape,2015
7613,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Lord of the Darkwood: Tale of Shikanoko Series, Book 3 (unabridged) (Unabridged)",Lian Hearn,"Fantasy, Fiction",HighBridge Company,2016
7636,Digital,OverDrive,AUDIOBOOK,2018,1,2,Dream a Little Dream (Unabridged),Susan Elizabeth Phillips,"Fiction, Humor (Fiction), Romance",Books on Tape,2009
7643,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Monkey Trouble: The Boxcar Children Series, Book 7 (unabridged) (Unabridged)",Gertrude Chandler Warner,"Juvenile Fiction, Mystery","Oasis Audio, LLC",2012
7651,Digital,OverDrive,AUDIOBOOK,2018,1,1,Puppy Mudge Has a Snack (Unabridged),Cynthia Rylant,"Beginning Reader, Humor (Fiction), Juvenile Fiction",Live Oak Media,2015
7666,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Sacred Clowns: Joe Leaphorn and Jim Chee Series, Book 5 (unabridged) (Unabridged)",Tony Hillerman,"Fiction, Mystery",HarperCollins Publishers Inc.,2015
7670,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Piano Tuner: A Novel (unabridged) (Unabridged),Daniel Mason,"Fiction, Literature",Books on Tape,2013
7675,Digital,OverDrive,AUDIOBOOK,2018,1,2,The School of Essential Ingredients (Unabridged),Erica Bauermeister,"Fiction, Literature",Books on Tape,2009
7696,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Sign of the Beaver (Unabridged),Elizabeth George Speare,"Juvenile Fiction, Juvenile Literature",Books on Tape,2007
7717,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Beautiful and the Cursed: The Dispossessed Series, Book 1 (unabridged) (Unabridged)",Page Morgan,"Fantasy, Mystery, Suspense, Young Adult Fiction",Books on Tape,2013
7752,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Myth of the Spoiled Child: Challenging the Conventional Wisdom about Children and Parenting (unabridged) (Unabridged),Alfie Kohn,"Education, Nonfiction","Tantor Media, Inc",2014
7784,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Simply Magic: Simply Quartet, Book 3 (unabridged) (Unabridged)",Mary Balogh,"Fiction, Historical Fiction, Literature, Romance","Tantor Media, Inc",2017
7786,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Expert's Guide to Driving a Man Wild: Bluebonnet Series, Book 3 (unabridged) (Unabridged)",Jessica Clare,"Fiction, Romance","Tantor Media, Inc",2015
7789,Digital,OverDrive,AUDIOBOOK,2018,1,1,Life's a Witch (Unabridged),Brittany Geragotelis,"Juvenile Fiction, Juvenile Literature, Young Adult Literature",Simon & Schuster - All Library,2013
7818,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Secrets of Bearhaven: Bearhaven Series, Book 1 (unabridged) (Unabridged)",K. E. Rocha,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2016
7828,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Turkeys We have Loved and Eaten (and other Thankful Stuff): Junie B., First Grader Series, Book 11 (unabridged) (Unabridged)",Barbara Park,"Humor (Fiction), Juvenile Fiction",Books on Tape,2012
7839,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Back of Beyond: Highway Quartet, Book 1 (unabridged) (Unabridged)",C. J. Box,"Fiction, Mystery, Thriller",Macmillan Audio,2011
7840,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Spook Country: Blue Ant Trilogy, Book 2 (unabridged) (Unabridged)",William Gibson,"Fiction, Science Fiction",Books on Tape,2007
7853,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Western Lands: Red Night Trilogy, Book 3 (unabridged) (Unabridged)",William S. Burroughs,"Fiction, Literature, Science Fiction","Blackstone Audio, Inc.",2017
7854,Digital,OverDrive,AUDIOBOOK,2018,1,5,"The Mouse and the Motorcycle: Ralph S. Mouse Series, Book 1 (unabridged) (Unabridged)",Beverly Cleary,Juvenile Fiction,HarperCollins Publishers Inc.,2016
7859,Digital,OverDrive,AUDIOBOOK,2018,1,6,Chasing Phil: The Adventures of Two Undercover Agents with the World's Most Charming Con Man (unabridged) (Unabridged),David Howard,"History, Nonfiction, True Crime",Books on Tape,2017
7868,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Twelve: The Winnie Years Series, Book 3 (unabridged) (Unabridged)",Lauren Myracle,"Humor (Fiction), Juvenile Fiction",Scholastic Inc. Audiobooks,2009
7872,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Guns of August (Unabridged),Barbara W. Tuchman,"History, Nonfiction","Blackstone Audio, Inc.",2008
7894,Digital,OverDrive,AUDIOBOOK,2018,1,2,Empire Falls (Unabridged),Richard Russo,"Fiction, Literature",Books on Tape,2011
7902,Digital,OverDrive,AUDIOBOOK,2018,1,2,Pete the Cat Saves Christmas (Unabridged),Eric Litwin,"Beginning Reader, Juvenile Fiction",HarperCollins Publishers Inc.,2014
7917,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Drifters: A Novel (unabridged) (Unabridged),James A. Michener,"Fiction, Historical Fiction, Suspense",Books on Tape,2015
